,timestamp,random_state,algorithm,k_max,k_best,n_clusters,db_index,silhouette_score,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info
0,1679856255.682937,76399,opf,40,39,3,NA,NA,0.028923761416019732,0.7418167948817301,0.05567666529089914,0.0010736094560350035,0.003529866527080712
1,1679856260.151098,76399,opf_snn,40,15,37,NA,NA,0.7343455070397319,0.8261944390063969,0.7775669898905941,0.24818806327598159,0.3291341701402338
0,1679856262.905899,76399,opf,45,42,2,NA,NA,0.014484860979540107,0.7421207737551773,0.02841511018257615,0.0005311027019849964,0.0017975962496413502
1,1679856268.241286,76399,opf_snn,45,23,31,NA,NA,0.683931530380227,0.8528379252349815,0.7591024733618945,0.2684974620263489,0.3786240336942219
0,1679856271.435989,76399,opf,50,50,1,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856277.610921,76399,opf_snn,50,9,56,NA,NA,0.8054609175530387,0.8581722246040216,0.8309815065980821,0.3488634391809821,0.4375659423590099
0,1679856405.1783,82678,opf,5,5,59,NA,NA,0.7013516760825534,0.8378249783669397,0.763538026831168,0.2044077939137415,0.3323697969452639
1,1679856406.896589,82678,opf_snn,5,5,75,NA,NA,0.8452686324063727,0.8870540674482934,0.865657395732832,0.44357489434966346,0.5286406267803961
0,1679856408.438462,82678,opf,10,10,36,NA,NA,0.5516087766623594,0.8120867955376552,0.6569709735252843,0.11667921904872255,0.252164691250586
1,1679856410.213189,82678,opf_snn,10,9,58,NA,NA,0.7710224693987634,0.8609511971945272,0.813509104565934,0.28515710318574683,0.4154104025473635
0,1679856411.858263,82678,opf,15,15,21,NA,NA,0.3884698616450205,0.8624974262364408,0.5356722898912532,0.07790140708248956,0.2639462401867793
1,1679856413.952529,82678,opf_snn,15,9,58,NA,NA,0.7710224693987634,0.8609511971945272,0.813509104565934,0.28515710318574683,0.4154104025473635
0,1679856415.835444,82678,opf,20,19,17,NA,NA,0.22742162942690658,0.8603533883272724,0.35974896695148284,0.02082412174979675,0.14040520750110902
1,1679856418.398924,82678,opf_snn,20,12,49,NA,NA,0.7361521988538482,0.8756807971268831,0.7998773395339424,0.2832761083682113,0.43214237875298467
0,1679856420.331684,82678,opf,25,25,9,NA,NA,0.033756225155931546,0.8709083974408656,0.06499332287321712,0.0016856363546337778,0.013128816471855822
1,1679856423.16825,82678,opf_snn,25,12,49,NA,NA,0.7361521988538482,0.8756807971268831,0.7998773395339424,0.2832761083682113,0.43214237875298467
0,1679856425.237486,82678,opf,30,30,6,NA,NA,0.03186766149567068,0.8221835787377932,0.06135713348382413,0.0010053539943984345,0.009290928878079653
1,1679856428.520767,82678,opf_snn,30,10,54,NA,NA,0.7962673548540325,0.8846277363391369,0.8381251052916842,0.3719192240419781,0.48823605263963216
0,1679856430.7196,82678,opf,35,32,5,NA,NA,0.03186766149567068,0.8221835787377932,0.06135713348382413,0.0010053539943984345,0.009290928878079653
1,1679856434.531716,82678,opf_snn,35,13,43,NA,NA,0.8004864052665055,0.8766540669843772,0.8368406515177246,0.34553511222425587,0.4696157087158328
0,1679856436.936564,82678,opf,40,38,3,NA,NA,0.014399175312556549,0.7421207737551779,0.028250219012887302,0.0004975949577044286,0.0015130135082853165
1,1679856441.5418,82678,opf_snn,40,22,33,NA,NA,0.69040842801718,0.86852682356968,0.7692920387054152,0.2698300462132882,0.4037290617273783
0,1679856444.278069,82678,opf,45,45,2,NA,NA,0.014399175312556549,0.7421207737551779,0.028250219012887302,0.0004975949577044286,0.0015130135082853165
1,1679856449.832392,82678,opf_snn,45,17,41,NA,NA,0.7303964609622576,0.8644623820405566,0.7917945431316287,0.2695291741949198,0.40670645766119407
0,1679856452.671901,82678,opf,50,48,1,NA,NA,0.0,1.0,0.0,0.0,0.0
1,1679856458.162134,82678,opf_snn,50,17,41,NA,NA,0.7303964609622576,0.8644623820405566,0.7917945431316287,0.2695291741949198,0.40670645766119407
0,1679856461.305991,99683,opf,5,5,54,NA,NA,0.7133842341144748,0.8878495184467857,0.7911122879004308,0.2689120843645755,0.4498519675583016
1,1679856462.843083,99683,opf_snn,5,5,75,NA,NA,0.8372441818461993,0.9215747678945225,0.877387763725987,0.4480558930741191,0.6098495048089975
0,1679856464.422667,99683,opf,10,9,37,NA,NA,0.5473819288358475,0.8137559610710905,0.6545043097774864,0.08899381649013306,0.241516050939358
1,1679856466.169866,99683,opf_snn,10,7,59,NA,NA,0.7896321340237661,0.8995084536233766,0.8409966405418241,0.3642286214825359,0.5223015852360932
